name,authors,genre,subcategory,note,rack,shelf,comic_book
Bezksiężycowa noc,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Pojedynek przy świątyni Kitanoji,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Spotkania ze śmiercią,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Matka gór,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Opowieść Tomoe,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Most łez,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Powrót czarnej duszy,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Polowanie na lisa,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Zdrajcy ziemi,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Miasto zwane piekłem,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Czerwony Skorpion,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Dwieście posążków Jizo,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Złodzieje i szpiedzy,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Piekielne malowidło,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Tajemnice,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Ukryci,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Yokai,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Senso,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
47 Roninów,"Stan Sakai, Mike Richardson",Fantasy,,Usagi Yojimbo,4,3,TRUE
Kozure Okami 1,"Kazuo Koike, Goseki Kojima",Inne,Manga,,4,3,TRUE
Kozure Okami 2,"Kazuo Koike, Goseki Kojima",Inne,Manga,,4,3,TRUE
Saga 1,"Fiona Staples, Brian K. Vaughan",SF,,Wydanie Zbiorcze,4,4,TRUE
Saga 2,"Fiona Staples, Brian K. Vaughan",SF,,Wydanie Zbiorcze,4,4,TRUE
Saga 3,"Fiona Staples, Brian K. Vaughan",SF,,Wydanie Zbiorcze,4,4,TRUE
Y Ostatni z Mężczyzn 1,"Brian K. Vaughan, Pia Guerra",Postapo,,Wydanie Zbiorcze,4,4,TRUE
Y Ostatni z Mężczyzn 2,"Brian K. Vaughan, Pia Guerra",Postapo,,Wydanie Zbiorcze,4,4,TRUE
Y Ostatni z Mężczyzn 3,"Brian K. Vaughan, Pia Guerra",Postapo,,Wydanie Zbiorcze,4,4,TRUE
Y Ostatni z Mężczyzn 4,"Brian K. Vaughan, Pia Guerra",Postapo,,Wydanie Zbiorcze,4,4,TRUE
Y Ostatni z Mężczyzn 5,"Brian K. Vaughan, Pia Guerra",Postapo,,Wydanie Zbiorcze,4,4,TRUE
Mały świat Golema,Joann Sfar,Inne,,,4,4,TRUE
Bez Końca,"Paweł Garwol, Roman Lipczyński",Inne,,,4,4,TRUE
Szyny na prerii,"Morris, Rene Goscinny",Western,,,4,4,TRUE
Łowca Nagród,"Morris, Rene Goscinny",Western,,,4,4,TRUE
Bośniacki Płaski Pies,"Max Anderson, Lars Sjunnesson",Inne,,,4,4,TRUE
Pan Śmierć i dziewczyna,Max Anderson,Inne,,,4,4,TRUE
Invincible - 1,"Robert Kirkman, Cory Walker, Ryan Ottley",Superhero,,Wydanie Zbiorcze,4,4,TRUE
Invincible - 2,"Robert Kirkman, Cory Walker, Ryan Ottley",Superhero,,Wydanie Zbiorcze,4,4,TRUE
Invincible - 3,"Robert Kirkman, Cory Walker, Ryan Ottley",Superhero,,Wydanie Zbiorcze,4,4,TRUE
Invincible - 4,"Robert Kirkman, Cory Walker, Ryan Ottley",Superhero,,Wydanie Zbiorcze,4,4,TRUE
Invincible - 5,"Robert Kirkman, Cory Walker, Ryan Ottley",Superhero,,Wydanie Zbiorcze,4,4,TRUE
Invincible - 6,"Robert Kirkman, Cory Walker, Ryan Ottley",Superhero,,Wydanie Zbiorcze,4,4,TRUE
Invincible - 7,"Robert Kirkman, Cory Walker, Ryan Ottley",Superhero,,Wydanie Zbiorcze,4,4,TRUE
Invincible - 8,"Robert Kirkman, Cory Walker, Ryan Ottley",Superhero,,Wydanie Zbiorcze,4,4,TRUE
Invincible - 9,"Robert Kirkman, Cory Walker, Ryan Ottley",Superhero,,Wydanie Zbiorcze,4,4,TRUE
Invincible - 10,"Robert Kirkman, Cory Walker, Ryan Ottley",Superhero,,Wydanie Zbiorcze,4,4,TRUE
Invincible - 11,"Robert Kirkman, Cory Walker, Ryan Ottley",Superhero,,Wydanie Zbiorcze,4,4,TRUE
Invincible - 12,"Robert Kirkman, Cory Walker, Ryan Ottley",Superhero,,Wydanie Zbiorcze,4,4,TRUE
Ensemble dans la vie et dans l'art,Amici di Tworki a Paris,Sztuka,Album,,4,4,FALSE
Dali,Salvador Dali,Sztuka,Album,,4,4,FALSE
Zdzisław Beksiński,Wiesław Banach,Biografia,,,4,4,FALSE
The World of Scythe,Jakub Różalski,Sztuka,Album,,4,4,FALSE
Beksiński w Warszawie,Centrum Praskie Koneser,Sztuka,Album,,4,4,FALSE
Mały Wampir,Joann Sfar,Inne,,,4,4,TRUE
Wampir,Joann Sfar,Inne,,,4,4,TRUE
Aspirine,Joann Sfar,Inne,,,4,4,TRUE
Wiedźmy,"Scott Snyder, Jock, Matt Hollingsworth",Horror,,,4,4,TRUE
Manara - Weneckie Przygody,Giuseppe Bergman,Przygodowe,,,4,4,TRUE
Full Metal Alchemist - 1,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 2,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 3,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 4,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 5,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 6,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 7,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 8,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 9,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 10,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 11,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 12,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 13,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 14,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 15,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 16,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 17,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 18,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 19,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 20,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 21,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 22,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 23,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 24,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 25,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 26,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Full Metal Alchemist - 27,Hiromu Arakawa,Fantasy,Manga,,4,6,TRUE
Death Note - 1,Tsugumi Oba,Thriller,Manga,,4,6,TRUE
Death Note - 2,Tsugumi Oba,Thriller,Manga,,4,6,TRUE
Death Note - 3,Tsugumi Oba,Thriller,Manga,,4,6,TRUE
Death Note - 4,Tsugumi Oba,Thriller,Manga,,4,6,TRUE
Death Note - 5,Tsugumi Oba,Thriller,Manga,,4,6,TRUE
Death Note - 6,Tsugumi Oba,Thriller,Manga,,4,6,TRUE
Death Note - 7,Tsugumi Oba,Thriller,Manga,,4,6,TRUE
Death Note - 8,Tsugumi Oba,Thriller,Manga,,4,6,TRUE
Death Note - 9,Tsugumi Oba,Thriller,Manga,,4,6,TRUE
Death Note - 10,Tsugumi Oba,Thriller,Manga,,4,6,TRUE
Death Note - 11,Tsugumi Oba,Thriller,Manga,,4,6,TRUE
Death Note - 12,Tsugumi Oba,Thriller,Manga,,4,6,TRUE
Doubt - 1,Yoshiki Tonogai,Thriller,Manga,,4,6,TRUE
Doubt - 2,Yoshiki Tonogai,Thriller,Manga,,4,6,TRUE
Doubt - 3,Yoshiki Tonogai,Thriller,Manga,,4,6,TRUE
Naruto - 27,Masashi Kishimoto,Fantasy,Manga,,4,6,TRUE
Naruto - 28,Masashi Kishimoto,Fantasy,Manga,,4,6,TRUE
Smocze Łowy,"Richard A. Knaak, Jae-Hwan Kim",Fantasy,Cykl,Trylogia Sunwell,4,6,TRUE
Półmroki Lodu,"Richard A. Knaak, Jae-Hwan Kim",Fantasy,Cykl,Trylogia Sunwell,4,6,TRUE
Inhumans vs X-Men,"Jeff Lemire, Charles Soule, Javier Garron, Leinil Francis Yu",Superhero,,,4,6,TRUE
Deadpool - Łowca Dusz,"Brian Posehn, Gerry Duggan, Scott Koblish, Mike Hawthorne",Superhero,,,4,6,TRUE
Deadpool - Martwi Prezydenci,"Brian Posehn, Gerry Duggan, Tony Moore",Superhero,,,4,6,TRUE
Deadpool - Kontra Sheild,"Brian Posehn, Gerry Duggan, Scott Koblish, Mike Hawthorne",Superhero,,,4,6,TRUE
Deadpool - Dobry Zły i Brzydki,"Brian Posehn, Gerry Duggan, Scott Koblish, Declan Shavley",Superhero,,,4,6,TRUE
X-Men Bitwa Atomu,"Brian Michael Bendis, Jason Aaron, Brian Wood, Frank Cho, Stuart Immonen, David Lopez, Chris Bachalo, Giuseppe Camuncoli, Esad Ribio",Superhero,,,4,6,TRUE
Avengers Disasseembled,"Brian MIchael Bendis, David Finch",Superhero,,,4,6,TRUE
The New Avengers - Sentry,"Brian MIchael Bendis, Paul Jenkins, Steve McNiven, Sal Buscema",Superhero,,,4,6,TRUE
The New Avengers - Kłamstwa i Tajemnice,"Brian MIchael Bendis, David Finch, Frank Cho, Rick Mays",Superhero,,,4,6,TRUE
The New Avengers - Ucieczka,"Brian MIchael Bendis, David Finch",Superhero,,,4,6,TRUE
Wolverine,"Jason Aaron, Howard Chaykin, Ron Garney, Stephen Segovia, Paco Diaz Luque",Superhero,Zbiór,,4,6,TRUE
Amulet Szalonego Boga,Michael Moorcock,Fantasy,Cykl,Historia Runestaffa,1,5,FALSE
Doktryna Piekieł,John Ringo,SF,,,1,5,FALSE
Ikon,Graham Masterton,Horror,,,2,5,FALSE
Kate Maguire,Graham Masterton,Horror,,,2,5,FALSE
Zimny Ogień,Dean Koontz,Horror,,,2,2,FALSE
Grom,Dean Koontz,Horror,,,2,2,FALSE
Odwieczny Wróg,Dean Koontz,Horror,,,2,2,FALSE
Złe Miejsce,Dean Koontz,Horror,,,2,2,FALSE
Wszystkie Strony świata,Ursula K. Le Guin,Fantasy,Zbiór opowiadań,,1,2,FALSE
Pieśń Krwi,Greg Bear,SF,,,1,7,FALSE
Strategia Bancrofta,Robert Ludlum,Sensacja,,,1,3,FALSE
Wkładaj kombinezon i w drogę,Robert A. Heinlein,SF,,,1,7,FALSE
Zemsta Khai,Brian Lumley,SF,,,1,7,FALSE
Psychosfera,Brian Lumley,SF,,,1,7,FALSE
Nie jestem seryjnym mordercą,Dan Wells,Horror,Cykl,John Cleaver,2,2,FALSE
Savant,Ken Follett,Sensacja,,,1,3,FALSE
Wejść między lwy,Ken Follett,Sensacja,,Z duplikatem,1,3,FALSE
Przenicowany Świat,"Arkadij Natanowicz Strugacki, Borys Strugacki",SF,,,2,2,FALSE
Strażnicy Czasy,Poul Anderson,SF,,,2,5,FALSE
Tabor do Vaccares,Alistair MacLean,Sensacja,,,5,6,FALSE
Pociąg śmierci,Alistair MacLean,Sensacja,,,5,6,FALSE
Czterdzieści osiem godzin,Alistair MacLean,Sensacja,,,5,6,FALSE
Jedynym wyjściem jest śmierć,Alistair MacLean,Sensacja,,,5,6,FALSE
Nocna Straż,Alistair MacLean,Sensacja,,,5,6,FALSE
Studnia Shiuanu,C. J. Cherryh,Fantasy,Cykl,Morgaine,5,3,FALSE
Brama Ivrel,C. J. Cherryh,Fantasy,Cykl,Morgaine,5,3,FALSE
Ognie Azeroth,C. J. Cherryh,Fantasy,Cykl,Morgaine,5,3,FALSE
Brama Wygnania,C. J. Cherryh,Fantasy,Cykl,Morgaine,5,3,FALSE
Skała Marzeń,C. J. Cherryh,Fantasy,Cykl,Morgaine,5,3,FALSE
Zero złudzeń,Rafał Ziemkiewicz,SF,,,2,5,FALSE
Północna Granica,Feliks W. Kres,Fantasy,Cykl,księga całości,2,5,FALSE
Mroczna Strona Ulicy,Jack Higgins,Sensacja,,,5,6,FALSE
Testament Caspera Schultza,Jack Higgins,Sensacja,,,5,6,FALSE
Ostrzeżenie sztormowe,Jack Higgins,Sensacja,,,5,6,FALSE
Orzedł Odleciał,Jack Higgins,Sensacja,,,5,6,FALSE
Bez litości,Jack Higgins,Sensacja,,,5,6,FALSE
Wieczny Wojownik,Michael Moorcock,Fantasy,Cykl,Wieczny Wojownik z duplikatem,1,5,FALSE
Erlyk z melnibone,Michael Moorcock,Fantasy,,,1,5,FALSE
Dolina płomienia,Henry Kuttner,SF,,,1,6,FALSE
Carrie,Stephen King,Horror,,z duplikatem,4,2,FALSE
Jasność,Stephen King,Horror,,z duplikatem,4,2,FALSE
Podwójny wizerunek,David Morrell,Sensacja,,,1,6,FALSE
USS America,Steven Coonts,Sensacja,,,2,4,FALSE
Prawo do zabijania,Paul Lindsay,Sensacja,,,5,6,FALSE
Krucjata,Taylor Anderson,Sensacja,,,5,6,FALSE
Alchemik,Ken Goddard,Sensacja,,,5,6,FALSE
Okrutna Sprawiedliwość,Wilbur Smith,Sensacja,,,5,6,FALSE
Ostatni Kruk,Craig Thomas,Sensacja,,,5,6,FALSE
Szczególna Przypadłość,Adam Fawer,Sensacja,,,5,6,FALSE
Tajemniczy okręt podwodny,Leonid Płatow,Sensacja,,,5,6,FALSE
Słupy Ognia,Steve Shagan,Sensacja,,,5,6,FALSE
Bestialski Szwadron,Jerry Ahern,Sensacja,Cykl,Krucjata,5,6,FALSE
Poszukiwanie,Jerry Ahern,Sensacja,Cykl,Krucjata,5,6,FALSE
Ikona,Frederick Forsyth,Sensacja,,,5,6,FALSE
Krew Amberu,Roger Zelazny,Fantasy,Cykl,"Kroniki Amberu, z duplikatem",5,1,FALSE
ZNak Chaosu,Roger Zelazny,Fantasy,Cykl,Kroniki Amberu,5,1,FALSE
Atuty Zguby,Roger Zelazny,Fantasy,Cykl,Kroniki Amberu,5,1,FALSE
Książę chaosu,Roger Zelazny,Fantasy,Cykl,"Kroniki Amberu, dwa duplikaty",5,1,FALSE
Kroniki Amberu Tom 2,Roger Zelazny,Fantasy,Cykl,"Kroniki Amberu, zbiór 5 powieści",5,1,FALSE
Znak Jednorożca,Roger Zelazny,Fantasy,Cykl,Kroniki Amberu,5,1,FALSE
Wyspa Umarłych,Roger Zelazny,SF,Cykl,Wyspa Umarłych,5,1,FALSE
Umrzeć w Albarze,Roger Zelazny,SF,Cykl,Wyspa Umarłych,5,1,FALSE
Widmowy Jack,Roger Zelazny,Fantasy,,,5,1,FALSE
Pan Snów,Roger Zelazny,Fantasy,,,5,1,FALSE
Oko Kota,Roger Zelazny,Fantasy,,,5,1,FALSE
Pan Światła,Roger Zelazny,Fantasy,,,5,1,FALSE
Kraina Zmian,Roger Zelazny,Fantasy,,,5,1,FALSE
Odmieniec,Roger Zelazny,Fantasy,,,5,1,FALSE
Divish Przeklęty,Roger Zelazny,Fantasy,,,5,1,FALSE
Stwory Światła i Ciemności,Roger Zelazny,Fantasy,,,5,1,FALSE
Aleja Potępienia,Roger Zelazny,Postapo,,,5,1,FALSE
Magia Stali,Andre Norton,Fantasy,,,5,1,FALSE
Mistrz Zwierząt,Andre Norton,Fantasy,Cykl,Mistrz Zwierząt,5,1,FALSE
Sargassowa Planeta,Andre Norton,SF,,,5,1,FALSE
Statek Plag,Andre Norton,SF,,,5,1,FALSE
Gwiezdni Wygnańcy,Andre Norton,SF,,,5,1,FALSE
Gwiazdy Należą do nas,Andre Norton,SF,,,5,1,FALSE
Ostemplowane Gwiazdy,Andre Norton,SF,,,5,1,FALSE
Sargasowa Planeta,Andre Norton,SF,,,5,1,FALSE
Świt 2250,Andre Norton,SF,,,5,1,FALSE
Elfia Krew,"Andre Norton, Mercedes Lackey",Fantasy,,,5,1,FALSE
Władca Gromu,Andre Norton,Fantasy,Cykl,Mistrz Zwierząt,5,1,FALSE
Imperium Orła,"Andre Norton, Susan Shwartz",Fantasy,,,5,1,FALSE
Mroczny Muzykant,Andre Norton,Fantasy,,,5,1,FALSE
Świat Czarownic w Pułapce,Andre Norton,Fantasy,Cykl,Świat czarownic,5,1,FALSE
Troje przeciw Światu Czarownic,Andre Norton,Fantasy,Cykl,Świat czarownic,5,1,FALSE
Czarodziej ze świata czarownic,Andre Norton,Fantasy,Cykl,Świat czarownic,5,1,FALSE
Czarodziejka ze świata czarownic,Andre Norton,Fantasy,Cykl,Świat czarownic,5,1,FALSE
Strzeż się sokoła,Andre Norton,Fantasy,Cykl,Świat czarownic,5,1,FALSE
Brama Kota,Andre Norton,Fantasy,Cykl,Świat czarownic,5,1,FALSE
Kryształowy Gryf,Andre Norton,Fantasy,Cykl,Świat czarownic,5,1,FALSE
Gryf w Chwale,Andre Norton,Fantasy,Cykl,Świat czarownic,5,1,FALSE
Klątwa Zarsthora,Andre Norton,Fantasy,Cykl,Świat czarownic,5,1,FALSE
Gniazdo Gryfa,"Andre Norton, A.C. Crispin",Fantasy,Cykl,Świat czarownic,5,1,FALSE
Lampart,Andre Norton,Fantasy,Cykl,Świat czarownic,5,1,FALSE
Na traży świata czarownic,Andre Norton,Fantasy,Cykl,Świat czarownic,5,1,FALSE
Kowadło,"S.M. Stirling, David Drake",SF,Cykl,"Generał, Z duplikatem",5,4,FALSE
Wybraniec,"S.M. Stirling, David Drake",SF,,Z duplikatem,5,4,FALSE
Zatonięcie Japonii,Sakyo Komatsu,SF,,,5,2,FALSE
"Życie, wszechświat i cała reszta",Douglas Adams,SF,Cykl,Autostopem Przez Galaktykę,5,2,FALSE
Druga Fundacja,Isaac Asimov,SF,Cykl,Fundacja,5,2,FALSE
Planeta Śmierci 1,Harry Harrison,SF,Cykl,Planet Śmierci,5,2,FALSE
Planeta Śmierci 2,Harry Harrison,SF,Cykl,"Planet Śmierci, z dwoma duplikatami",5,2,FALSE
Planeta Śmierci 4,"Harry Harrison, Ant Skalandis",SF,Cykl,Planet Śmierci,5,2,FALSE
Planeta Śmierci 5,"Harry Harrison, Ant Skalandis",SF,Cykl,Planet Śmierci,5,2,FALSE
Planeta Śmierci 6,"Harry Harrison, Ant Skalandis",SF,Cykl,Planet Śmierci,5,2,FALSE
Stalowe Szczury,Harry Harrison,SF,Zbiór opowiadań,,5,2,FALSE
Planeta Bez powrotu,Harry Harrison,SF,Cykl,"Brion Brandd, Z duplikatem",5,2,FALSE
Planeta przeklętych,Harry Harrison,SF,Cykl,Brion Brandd,5,2,FALSE
Oblicza ziemi,Harry Harrison,SF,Cykl,Ku gwiazdom,5,2,FALSE
Wygnanie,Harry Harrison,SF,Cykl,Ku gwiazdom,5,2,FALSE
Gwiezdny Dom,Harry Harrison,SF,Cykl,Ku gwiazdom,5,2,FALSE
Stalowy Szczur,Harry Harrison,SF,Cykl,Stalowy Szczur,5,2,FALSE
Zemsta Stalowego Szczura,Harry Harrison,SF,Cykl,Stalowy Szczur,5,2,FALSE
Stalowy Szczur Ocala Świat,Harry Harrison,SF,Cykl,Stalowy Szczur,5,2,FALSE
Stalowy Szczur Pragnie Ciebie,Harry Harrison,SF,Cykl,Stalowy Szczur,5,2,FALSE
Na zachód od Edenu,Harry Harrison,SF,Cykl,Eden,5,2,FALSE
Zima w Edenie,Harry Harrison,SF,Cykl,Eden,5,2,FALSE
Powrót do Edenu,Harry Harrison,SF,Cykl,Eden,5,2,FALSE
Galaktyczne Sny,Harry Harrison,SF,Zbiór opowiadań,,5,2,FALSE
Wojna z Robotami,Harry Harrison,SF,Zbiór opowiadań,,5,2,FALSE
Przestrzeni! Przestrzeni!,Harry Harrison,SF,,,5,2,FALSE
Pościg w czasie,Harry Harrison,SF,,,5,2,FALSE
Upadek Z Nieba,Harry Harrison,SF,,,5,2,FALSE
Uwięziony Wszechświat,Harry Harrison,SF,,,5,2,FALSE
Rebelia w czasie,Harry Harrison,SF,,,5,2,FALSE
Galaktyczni zwiadowcy postrach gwiazd,Harry Harrison,SF,,,5,2,FALSE
Opcja Turinga,Harry Harrison,SF,,Z duplikatem,5,2,FALSE
Tunel transatlantycki. Nareszcie!,Harry Harrison,SF,,,5,2,FALSE
Ostatni Pan i Władca,Philip K. Dick,SF,,,5,2,FALSE
Człowiek z wysokiego zamku,Philip K. Dick,SF,,,5,2,FALSE
Kosmiczne Marionetki,Philip K. Dick,SF,,,5,2,FALSE
Zapłata,Philip K. Dick,SF,,,5,2,FALSE
Trzy Stygmaty Palmera Eldritcha,Philip K. Dick,SF,,,5,2,FALSE
Wyspa delfinów,Arthur C. Clarke,SF,,,5,2,FALSE
Kowboje oceanu,Arthur C. Clarke,SF,,,5,2,FALSE
Oko czasu,"Arthur C. Clarke, Stephen Baxter",SF,Cykl,Odyseje Czasu,5,2,FALSE
Pieśni dalekiej ziemi,Arthur C. Clarke,SF,,Słaby stan,5,2,FALSE
Teatr Cieni,Orson Scott Card,SF,,,5,2,FALSE
Dzieci Umysłu,Orson Scott Card,SF,Cykl,Ender,5,2,FALSE
Pamięć ziemi,Orson Scott Card,SF,Cykl,Ender,5,2,FALSE
Mistrz Pieśni,Orson Scott Card,SF,,,5,2,FALSE
Planeta Spisek,Orson Scott Card,SF,,,5,2,FALSE
Siódmy Syn,Orson Scott Card,SF,,,5,2,FALSE
Strzała Kusziela,Jacqueline Carey,Fantasy,Cykl,Kusziel,5,3,FALSE
Z milczącej Planety,C.S. Lewis,SF,Cykl,Trylogia Kosmiczna,5,3,FALSE
Perelandra,C.S. Lewis,SF,Cykl,Trylogia Kosmiczna,5,3,FALSE
Fobie,Robert Zang,SF,Zbiór opowiadań,,5,3,FALSE
THX 1138,George Lucas,SF,,,5,3,FALSE
Jonathan Strange i pan Norrell,Susanna Clarke,Urban Fantasy,Cykl,,5,3,FALSE
Diabelska Dogrywka,Marcin Wolski,Urban Fantasy,Cykl,Agent Dołu,5,3,FALSE
Teksty Ostatnie,Stanisław Lem,SF,Zbiór opowiadań,,5,3,FALSE
Maska,Stanisław Lem,SF,Zbiór opowiadań,,5,3,FALSE
Kongres Futurologiczny,Stanisław Lem,SF,Zbiór opowiadań,,5,3,FALSE
Opowiadania wybrane,Stanisław Lem,SF,Zbiór opowiadań,,5,3,FALSE
Katar,Stanisław Lem,SF,,,5,3,FALSE
Astronauci,Stanisław Lem,SF,,,5,3,FALSE
Dialogi,Stanisław Lem,SF,,,5,3,FALSE
Głos Pana,Stanisław Lem,SF,,,5,3,FALSE
Powtórka,Stanisław Lem,SF,,,5,3,FALSE
Pokój na Ziemi,Stanisław Lem,SF,,,5,3,FALSE
Golem XIV,Stanisław Lem,SF,,,5,3,FALSE
Czas Nieutracony,Stanisław Lem,SF,,,5,3,FALSE
Dzienniki Gwiazdowe,Stanisław Lem,SF,,,5,3,FALSE
Pościg w czasie,Peter F. Hamilton,SF,Cykl,Judasz Wyzwolony,2,5,FALSE
Śledztwo,Pter F. Hamilton,SF,Cykl,Judasz Wyzwolony,2,5,FALSE
Elak Z Atlantydy,Henry Kuttner,SF,,,1,6,FALSE
Dwunastu,Jasper Kent,Fantasy,,,5,4,FALSE
Thorgal Dziecko z Gwiazd,Amelie Sarn,Fantasy,,,5,4,FALSE
Okrutny Bóg Ka,L.Sprague De Camp,Fantasy,,,5,4,FALSE
Brama Światów,Susanna Vallejo,Fantasy,Cykl,Porta Coeli,5,4,FALSE
Kopuły Ognia,Dabid Eddings,Fantasy,Cykl,Tamula,5,4,FALSE
Pajęczyna Utkana z ciemności,Karl Wagner,Fantasy,,,5,4,FALSE
Krwawnik,Karl Wagner,Fantasy,,,5,4,
Czarnoksiężnik Lemurii,Lin Carter,Fantasy,,,5,4,FALSE
Jednym Zaklęciem,Lawrence Watt-Ewans,Fantasy,,,5,4,FALSE
O jedno ciało za dużo,Ellis Peters,Fantasy,Cykl,Mnich,5,4,FALSE
Czarny Graal,Damien Broderick,Fantasy,,,5,4,FALSE
Pierwszy Nazwany,Jonathan Wylie,Fantasy,Cykl,Słudzy Arki,5,4,FALSE
Wiatr Zmian,Mercedes Lackey,Fantasy,Cykl,Magiczne Wiatry,5,4,FALSE
Książe Mroku,David Gemmell,Fantasy,,,5,4,FALSE
Król WIdmo,David Gemmell,Fantasy,,,5,4,FALSE
Król Poza Bramą,David Gemmell,Fantasy,,,5,4,FALSE
Waylander,David Gemmell,Fantasy,,,5,4,FALSE
Historyk,Elizabeth Kostova,Kryminał,,,5,6,FALSE
Slarka,"Douglas Preston, Lincoln Child",Kryminał,,,5,6,FALSE
Ukradziony Sen,Aleksandra Marinina,Kryminał,,,5,6,FALSE
Przed Nami Kasjopeja,Jerzy Jan Kolendo,SF,,Z duplikatem,5,4,FALSE
Miasto Nie z tej planety,Czesław Chruszczewski,SF,,,5,4,FALSE
Gdy niebo spadło na ziemię,Czesław Chruszczewski,SF,,,5,4,FALSE
Powtórne stworzenie świata,Czesław Chruszczewski,SF,,,5,4,FALSE
Piąta Kolumna,S.M. Stirling,SF,,,5,4,FALSE
Przez Morze słońc,Gregory Benford,SF,Cykl,Centrum Galaktyki,5,1,FALSE
W oceanie nocy,Gregory Benford,SF,Cykl,Centrum Galaktyki,5,1,FALSE
Tytan 1,John Varley,SF,,,5,1,FALSE
Tytan 2,John Varley,SF,,,5,1,FALSE
Próżniowędrowiec,Sean McMullen,Fantasy,,,5,3,FALSE
Metropolita,Walter Jon Williams,SF,,,5,4,FALSE
Psychotronik,Joan D. Vinge,SF,,,5,4,FALSE
Dywizja Cassini,Ken MacLeod,SF,,,5,4,FALSE
Solo niezwyciężony,Robert Mason,SF,,,5,4,FALSE
Władca Przeszłości,R. A. Lafferty,SF,,,5,4,FALSE
Va Banque,Hinrich Matthiesen,SF,,,5,4,FALSE
Misja Grawitacyjna,Hal Clement,SF,,,5,4,FALSE
Star Risk Sp. Z o.o.,Chris Bunch,SF,Cykl,Star Risk,5,4,FALSE
Podwójna Gra,Chris Bunch,SF,Cykl,Star Risk,5,4,FALSE
Szachowisko,Henry Kuttner,SF,,,1,6,FALSE
Na wschód o północy,Tanith Lee,Fantasy,,,1,7,FALSE
Długa Podróż Ikara,Luben Diłow,SF,,Z duplikatem,5,5,FALSE
Wiosna Helikonii,Brian W. Aldiss,SF,,,5,5,FALSE
Trawa,Constantin Cublesan,SF,,,5,5,FALSE
Druga Planeta słońca Ogg,Peter Lengyel,SF,,,5,5,FALSE
Milion Nowych Dni,Bob Shaw,SF,,,5,5,FALSE
